Student_ID,City,Course_Type,Total_Fees,Amount_Paid,Payment_Mode,Payment_Date,Outstanding_Amount
S2632615,Indore,1-Year,180000,86511,Card,18-07-2024,93489
S2632615,Indore,1-Year,180000,89213,Card,07-13-2024,4276
S8387748,Ghaziabad,2 Yr,160000,78829,Card,02-16-2025,81171
S8387748,Ghaziabad,2 Yr,160000,76458,UPI,07-10-2024,4713
S8721960,Thane,2 Yr,160000,162443,Online,22-11-2024,-2443
S4427030,Ludhiana,2 Yr,180000,91941,Cheque,06-12-2023,88059
S4427030,Ludhiana,2 Yr,180000,85858,Card,15-05-2023,2201
S7974522,Hyderabad,1-Year,140000,70086,Cash,10-09-2024,69914
S7974522,Hyderabad,1-Year,140000,63307,Cash,29-12-2024,6607
S6672309,Ranchi,1-Year,140000,46307,UPI,12-07-2024,93693
S6672309,Ranchi,1-Year,140000,54300,Card,08-07-2024,39393
S6672309,Ranchi,1-Year,140000,43918,Online,09-03-2024,-4525
S6603103,,2-Year,120000,122650,UPI,03-22-2024,-2650
S9369451,Faridabad,1 Yr,120000,59707,Cash,27-03-2025,60293
S9369451,Faridabad,1 Yr,120000,57349,Online,11-26-2024,2944
S4374691,Agra,1-Year,180000,179488,Cash,03-23-2023,512
S5516874,Thane,1-Year,180000,63209,Cash,10-22-2023,116791
S5516874,Thane,1-Year,180000,63220,Cash,01-29-2024,53571
S5516874,Thane,1-Year,180000,62741,Cheque,17-11-2023,-9170
S7089601,Varanasi,2year,140000,44710,Cash,26-07-2025,95290
S7089601,Varanasi,2year,140000,47038,Online,10-04-2025,48252
S7089601,Varanasi,2year,140000,44951,Online,06-16-2025,3301
S5412349,Delhi,1-Year,140000,71956,Cheque,11-01-2026,68044
S5412349,Delhi,1-Year,140000,74976,Cheque,11-08-2025,-6932
S9092557,Bengaluru,One-Year,140000,71179,Card,11-11-2023,68821
S9092557,Bengaluru,One-Year,140000,66466,Cash,12-15-2023,2355
S9949835,Varanasi,2 Yr,180000,56721,Cash,11-03-2024,123279
S9949835,Varanasi,2 Yr,180000,62188,Cheque,03-23-2024,61091
S9949835,Varanasi,2 Yr,180000,53769,UPI,01-03-2024,7322
S7557865,Jaipur,1 Yr,180000,88587,Online,10-21-2023,91413
S7557865,Jaipur,1 Yr,180000,86981,Cash,26-06-2023,4432
S2760713,Ghaziabad,2year,140000,67329,Card,09-13-2024,72671
S2760713,Ghaziabad,2year,140000,68931,Online,18-07-2024,3740
S5064397,Rajkot,2 Yr,140000,47985,UPI,08-11-2025,92015
S5064397,Rajkot,2 Yr,140000,41439,Cash,30-03-2025,50576
S5064397,Rajkot,2 Yr,140000,46639,Cheque,04-10-2025,3937
S3837882,Rajkot,1 Yr,120000,128112,UPI,09-25-2025,-8112
S1742911,Ghaziabad,1-Year,120000,34909,Cheque,05-31-2025,85091
S1742911,Ghaziabad,1-Year,120000,38115,Online,28-03-2025,46976
S1742911,Ghaziabad,1-Year,120000,35863,UPI,22-05-2025,11113
S3400137,Nagpur,2 Yr,140000,40882,Online,02-28-2024,99118
S3400137,Nagpur,2 Yr,140000,46691,Online,10-01-2023,52427
S3400137,Nagpur,2 Yr,140000,53032,UPI,02-09-2023,-605
S7702937,Gurugram,Two-Year,140000,143337,Cash,13-04-2024,-3337
S4071941,Vadodara,2-Year,120000,41740,Cash,06-23-2023,78260
S4071941,Vadodara,2-Year,120000,35747,Online,09-17-2023,42513
S4071941,Vadodara,2-Year,120000,37124,Card,21-11-2023,5389
S2409165,Pune,2-Year,160000,80477,Cheque,08-18-2025,79523
S2409165,Pune,2-Year,160000,83016,UPI,23-06-2025,-3493
S9013776,Mumbai,1year,140000,40017,Online,01-04-2024,99983
S9013776,Mumbai,1year,140000,45759,UPI,11-26-2023,54224
S9013776,Mumbai,1year,140000,42392,Cheque,11-03-2023,11832
S2662634,Ahmedabad,1 Yr,160000,74487,UPI,07-05-2024,85513
S2662634,Ahmedabad,1 Yr,160000,72632,UPI,12-18-2023,12881
S6772772,Agra,1-Year,120000,37858,Cheque,10-15-2023,82142
S6772772,Agra,1-Year,120000,37238,Cheque,04-11-2023,44904
S6772772,Agra,1-Year,120000,42586,Card,10-11-2023,2318
S7585273,Indore,2-Year,160000,57963,Online,11-14-2023,102037
S7585273,Indore,2-Year,160000,55979,UPI,05-29-2023,46058
S7585273,Indore,2-Year,160000,54423,UPI,05-09-2023,-8365
S7159284,Pune,2-Year,120000,57958,UPI,10-16-2025,62042
S7159284,Pune,2-Year,120000,61731,Cash,29-04-2025,311
S1937208,Kolkata,2-Year,160000,51308,Cheque,14-01-2025,108692
S1937208,Kolkata,2-Year,160000,49566,Card,07-11-2024,59126
S1937208,Kolkata,2-Year,160000,57523,UPI,01-03-2025,1603
S6764926,Mumbai,2-Year,120000,63102,UPI,11-03-2023,56898
S6764926,Mumbai,2-Year,120000,55309,Online,11-27-2023,1589
S1609294,Chennai,One-Year,120000,118072,UPI,06-25-2025,1928
S1225863,Bengaluru,1-Year,120000,60006,Online,28-12-2025,59994
S1225863,Bengaluru,1-Year,120000,55353,Card,12-30-2025,4641
S3174610,Hyderabad,Two-Year,140000,53125,UPI,06-09-2024,86875
S3174610,Hyderabad,Two-Year,140000,44103,Cash,08-03-2024,42772
S3174610,Hyderabad,Two-Year,140000,40478,UPI,01-09-2024,2294
S4474789,Ludhiana,1 Yr,180000,88635,Card,,91365
S4474789,Ludhiana,1 Yr,180000,95381,Card,29-12-2023,-4016
S7745063,Pune,2-Year,160000,80946,UPI,29-02-2024,79054
S7745063,Pune,2-Year,160000,75737,Cash,07-03-2024,3317
S4957820,Hyderabad,1 Yr,160000,158299,Online,16-10-2023,1701
S6261230,Nashik,1 Yr,180000,55862,Cash,25-09-2025,124138
S6261230,Nashik,1 Yr,180000,60168,Cheque,02-05-2025,63970
S6261230,Nashik,1 Yr,180000,55393,UPI,31-07-2025,8577
S2254135,Gurugram,1 Yr,120000,58163,UPI,04-09-2024,61837
S2254135,Gurugram,1 Yr,120000,59043,Online,04-25-2024,2794
S7154325,Chennai,1-Year,160000,75739,Online,21-06-2023,84261
S7154325,Chennai,1-Year,160000,85032,Online,30-05-2023,-771
S4991485,Vadodara,1-Year,120000,34562,Online,03-16-2024,85438
S4991485,Vadodara,1-Year,120000,41814,Cheque,04-11-2023,43624
S4991485,Vadodara,1-Year,120000,37496,Online,02-03-2024,6128
S4136301,Delhi,2-Year,120000,63263,Cash,18-02-2025,56737
S4136301,Delhi,2-Year,120000,64521,Cheque,12-02-2024,-7784
S7857377,Ludhiana,2 Yr,120000,36296,UPI,12-27-2024,83704
S7857377,Ludhiana,2 Yr,120000,34507,Online,03-04-2025,49197
S7857377,Ludhiana,2 Yr,120000,35814,Cheque,15-11-2024,13383
S5894895,Nagpur,2-Year,140000,45947,Online,11-10-2024,94053
S5894895,Nagpur,2-Year,140000,46717,Cheque,22-07-2024,47336
S5894895,Nagpur,2-Year,140000,42636,Cash,07-08-2024,4700
S9683038,Surat,1year,140000,67786,Cheque,18-12-2023,72214
S9683038,Surat,1year,140000,73938,Card,18-08-2023,-1724
S0542742,Faridabad,1 Yr,180000,182850,UPI,27-10-2025,-2850
S9398637,Ahmedabad,2-Year,180000,171850,Cash,11-22-2024,8150
S4964116,Pune,1-Year,180000,92847,Online,15-02-2024,87153
S4964116,Pune,1-Year,180000,86306,Cash,08-14-2023,847
S8367329,Patna,2-Year,120000,113517,Cheque,03-16-2026,6483
S1043088,Thane,1 Yr,160000,76921,UPI,01-04-2025,83079
S1043088,Thane,1 Yr,160000,83852,Cheque,20-09-2025,-773
S4845868,Rajkot,1-Year,160000,81693,Card,01-31-2025,78307
S4845868,Rajkot,1-Year,160000,74859,Card,03-14-2025,3448
S2256614,Kolkata,2 Yr,180000,96352,Card,02-02-2024,83648
S2256614,Kolkata,2 Yr,180000,87665,Cash,15-09-2024,-4017
S1903006,Nagpur,2-Year,120000,116829,Card,25-08-2024,3171
S6938358,Nagpur,Two-Year,120000,117871,Card,23-07-2024,2129
S1123932,Surat,1-Year,160000,154218,Cheque,09-11-2025,5782
S0756206,Faridabad,1year,120000,37453,Cheque,14-09-2025,82547
S0756206,Faridabad,1year,120000,41494,Cash,30-10-2025,41053
S0756206,Faridabad,1year,120000,38283,Cheque,07-04-2025,2770
S5694520,Nagpur,2-Year,180000,64212,Cash,02-08-2025,115788
S5694520,Nagpur,2-Year,180000,52808,Cheque,07-12-2025,62980
S5694520,Nagpur,2-Year,180000,67717,Online,01-08-2025,-4737
S0439436,Rajkot,2year,160000,60793,Online,09-10-2024,99207
S0439436,Rajkot,2year,160000,60962,Cash,08-26-2024,38245
S0439436,Rajkot,2year,160000,46022,Cheque,06-05-2024,-7777
S5704841,Mumbai,Two-Year,120000,58656,UPI,16-09-2024,61344
S5704841,Mumbai,Two-Year,120000,52143,Online,09-10-2024,9201
S8540860,Nashik,2 Yr,160000,47376,Cheque,12-02-2023,112624
S8540860,Nashik,2 Yr,160000,55568,Cash,08-09-2023,57056
S8540860,Nashik,2 Yr,160000,53613,Card,05-06-2023,3443
S9656812,Chennai,1 Yr,160000,80965,UPI,13-09-2024,79035
S9656812,Chennai,1 Yr,160000,74875,Cheque,01-12-2024,4160
S5885783,Nagpur,2-Year,120000,42112,Cash,,77888
S5885783,Nagpur,2-Year,120000,32185,Online,09-10-2024,45703
S5885783,Nagpur,2-Year,120000,40793,Cash,27-08-2024,4910
S5906501,Patna,2-Year,120000,48589,UPI,03-12-2023,71411
S5906501,Patna,2-Year,120000,39664,Card,02-05-2024,31747
S5906501,Patna,2-Year,120000,43046,UPI,04-06-2024,-11299
S3385110,Nagpur,1year,160000,76363,Online,11-01-2025,83637
S3385110,Nagpur,1year,160000,79601,Card,06-14-2025,4036
S4273953,Nagpur,Two-Year,160000,78989,Card,03-08-2023,81011
S4273953,Nagpur,Two-Year,160000,79251,UPI,27-08-2023,1760
S9092085,Chennai,2-Year,160000,74138,Online,06-01-2025,85862
S9092085,Chennai,2-Year,160000,81659,Cheque,21-09-2024,4203
S3307969,Gurugram,1-Year,120000,46275,Cheque,12-25-2024,73725
S3307969,Gurugram,1-Year,120000,47213,UPI,30-12-2024,26512
S3307969,Gurugram,1-Year,120000,43179,Cheque,26-01-2025,-16667
S9245031,Ranchi,2 Yr,160000,78836,Online,22-08-2025,81164
S9245031,Ranchi,2 Yr,160000,83716,Cheque,12-09-2025,-2552
S8903959,Amritsar,2-Year,180000,91095,UPI,10-01-2024,88905
S8903959,Amritsar,2-Year,180000,93544,Online,27-09-2024,-4639
S6838187,Kolkata,1 Yr,180000,89593,UPI,07-12-2024,90407
S6838187,Kolkata,1 Yr,180000,87906,Cash,11-10-2024,2501
S2346840,Surat,2-Year,160000,77227,Cheque,05-30-2025,82773
S2346840,Surat,2-Year,160000,76515,Cash,,6258
S0305334,Agra,1-Year,120000,50600,Cheque,01-19-2024,69400
S0305334,Agra,1-Year,120000,61373,UPI,12-25-2023,8027
S4828595,Thane,1-Year,160000,83659,Cheque,04-10-2024,76341
S4828595,Thane,1-Year,160000,81024,Cash,09-03-2025,-4683
S3248801,Nagpur,2-Year,120000,125734,Online,16-10-2023,-5734
S0777980,Kanpur,2year,180000,180170,Online,06-30-2025,-170
S0492078,Ghaziabad,2 Yr,180000,92917,Card,31-07-2023,87083
S0492078,Ghaziabad,2 Yr,180000,94452,Card,08-06-2023,-7369
S2611851,Chennai,1 Yr,140000,52439,Cash,08-18-2025,87561
S2611851,Chennai,1 Yr,140000,43952,Cheque,18-02-2025,43609
S2611851,Chennai,1 Yr,140000,44043,Cash,06-26-2025,-434
S4624991,Thane,1-Year,180000,91655,Cash,03-08-2025,88345
S4624991,Thane,1-Year,180000,90853,Online,08-08-2025,-2508
S9709502,Kolkata,1 Yr,120000,31378,UPI,03-12-2025,88622
S9709502,Kolkata,1 Yr,120000,40415,Cash,31-10-2024,48207
S9709502,Kolkata,1 Yr,120000,40389,UPI,29-09-2024,7818
S2570321,Faridabad,1-Year,180000,89660,UPI,10-19-2024,90340
S2570321,Faridabad,1-Year,180000,96493,Card,08-05-2024,-6153
S5213399,Surat,2-Year,120000,117725,Online,10-01-2024,2275
S4579900,Vadodara,One-Year,160000,156778,UPI,08-11-2024,3222
S9538753,Rajkot,1 Yr,120000,56844,Cheque,28-12-2023,63156
S9538753,Rajkot,1 Yr,120000,51866,UPI,02-12-2023,11290
S8003256,Faridabad,2-Year,160000,157441,Cheque,25-11-2024,2559
S4169497,Ghaziabad,1-Year,180000,59649,UPI,28-08-2023,120351
S4169497,Ghaziabad,1-Year,180000,61841,Cheque,07-22-2023,58510
S4169497,Ghaziabad,1-Year,180000,58555,Online,05-12-2023,-45
S6712558,Jaipur,Two-Year,120000,62397,Cash,08-07-2023,57603
S6712558,Jaipur,Two-Year,120000,54834,Cash,28-06-2023,2769
S6898924,Ghaziabad,2-Year,180000,173474,Cash,10-17-2024,6526
S6310089,Delhi,1-Year,120000,59843,Online,22-10-2023,60157
S6310089,Delhi,1-Year,120000,56920,Card,22-08-2023,3237
S8935383,Bhopal,1 Yr,120000,54430,Card,13-07-2025,65570
S8935383,Bhopal,1 Yr,120000,57515,UPI,22-12-2025,8055
S2862944,Jaipur,1-Year,160000,89284,Cash,08-10-2023,70716
S2862944,Jaipur,1-Year,160000,72776,Card,21-10-2023,-2060
S6351227,Thane,2-Year,140000,50827,UPI,12-08-2023,89173
S6351227,Thane,2-Year,140000,45406,Cheque,11-10-2023,43767
S6351227,Thane,2-Year,140000,42591,Cheque,27-03-2023,1176
S2814142,Ranchi,1-Year,140000,72180,Cash,21-03-2025,67820
S2814142,Ranchi,1-Year,140000,66819,Cheque,03-30-2025,1001
S6160315,Kolkata,1year,120000,59160,Online,03-28-2025,60840
S6160315,Kolkata,1year,120000,64344,UPI,03-04-2025,-3504
S2396726,Ranchi,2-Year,160000,77525,Card,05-13-2025,82475
S2396726,Ranchi,2-Year,160000,80256,UPI,07-06-2025,2219
S6093114,Ghaziabad,2 Yr,120000,56893,Cash,27-07-2024,63107
S6093114,Ghaziabad,2 Yr,120000,58786,Cheque,16-05-2024,4321
S1542487,Amritsar,Two-Year,140000,41927,Cheque,19-02-2025,98073
S1542487,Amritsar,Two-Year,140000,41326,UPI,12-04-2025,56747
S1542487,Amritsar,Two-Year,140000,45957,Cheque,12-11-2024,10790
S1178743,Kolkata,2year,180000,61099,Card,08-12-2024,118901
S1178743,Kolkata,2year,180000,57069,UPI,04-01-2025,61832
S1178743,Kolkata,2year,180000,64706,UPI,04-09-2024,-2874
S6858356,Ahmedabad,1 Yr,160000,80178,Card,11-24-2025,79822
S6858356,Ahmedabad,1 Yr,160000,84888,Cheque,31-12-2025,-5066
S9921273,Vadodara,2-Year,160000,81422,UPI,22-04-2024,78578
S9921273,Vadodara,2-Year,160000,81857,Cash,23-05-2024,-3279
S6353281,Bengaluru,2-Year,160000,48070,Card,02-25-2025,111930
S6353281,Bengaluru,2-Year,160000,49200,Cheque,01-11-2025,62730
S6353281,Bengaluru,2-Year,160000,53952,Cheque,11-08-2024,8778
S1614445,Bengaluru,One-Year,120000,122856,Cheque,22-02-2025,-2856
S3522115,Kolkata,2 Yr,160000,155818,Online,08-12-2024,4182
S3308623,Jaipur,One-Year,120000,55107,Online,10-04-2025,64893
S3308623,Jaipur,One-Year,120000,54808,Cheque,,10085
S5432047,Varanasi,Two-Year,120000,54801,Card,12-03-2025,65199
S5432047,Varanasi,Two-Year,120000,59333,UPI,04-07-2025,5866
S4863613,Delhi,1 Yr,140000,46359,Online,09-05-2025,93641
S4863613,Delhi,1 Yr,140000,50103,Card,30-07-2025,43538
S4863613,Delhi,1 Yr,140000,47829,Online,15-04-2025,-4291
S9498083,Nashik,1-Year,120000,40780,UPI,08-27-2023,79220
S9498083,Nashik,1-Year,120000,40336,UPI,07-09-2023,38884
S9498083,Nashik,1-Year,120000,42115,Cheque,07-10-2023,-3231
S2916208,,1 Yr,120000,41067,Cheque,07-09-2025,78933
S2916208,,1 Yr,120000,39195,Cheque,03-30-2025,39738
S2916208,,1 Yr,120000,39081,Online,25-04-2025,657
S1492702,Faridabad,2-Year,140000,71590,Online,28-05-2024,68410
S1492702,Faridabad,2-Year,140000,69295,Online,17-12-2023,-885
S4064541,Jaipur,1 Yr,160000,76537,Cheque,05-07-2024,83463
S4064541,Jaipur,1 Yr,160000,78803,Online,,4660
S9150563,Ranchi,1-Year,160000,82326,Cash,31-05-2023,77674
S9150563,Ranchi,1-Year,160000,80846,UPI,06-13-2023,-3172
S7583081,Mumbai,2-Year,120000,40591,Cash,03-11-2023,79409
S7583081,Mumbai,2-Year,120000,40604,Cash,19-10-2023,38805
S7583081,Mumbai,2-Year,120000,41347,Card,13-09-2023,-2542
S4080285,Ahmedabad,1-Year,140000,68420,UPI,05-04-2025,71580
S4080285,Ahmedabad,1-Year,140000,71203,Online,08-06-2025,377
S3558796,Ahmedabad,2year,120000,117249,Cash,06-24-2025,2751
S8640392,Chennai,2-Year,180000,88282,Online,10-26-2023,91718
S8640392,Chennai,2-Year,180000,83056,Cash,23-09-2023,8662
S0006271,Lucknow,Two-Year,180000,55501,Cheque,25-09-2024,124499
S0006271,Lucknow,Two-Year,180000,53290,Card,16-07-2024,71209
S0006271,Lucknow,Two-Year,180000,60113,UPI,02-10-2024,11096
S6584204,Kolkata,1-Year,160000,85248,UPI,02-11-2024,74752
S6584204,Kolkata,1-Year,160000,73622,Online,,1130
S2984172,,2 Yr,120000,43793,Cheque,11-07-2024,76207
S2984172,,2 Yr,120000,39565,Cheque,10-11-2024,36642
S2984172,,2 Yr,120000,35503,Online,08-25-2024,1139
S6322930,Ludhiana,2 Yr,160000,53557,Card,12-12-2025,106443
S6322930,Ludhiana,2 Yr,160000,59163,Cheque,07-17-2025,47280
S6322930,Ludhiana,2 Yr,160000,53335,UPI,24-07-2025,-6055
S0433148,Nashik,2-Year,180000,63327,Card,07-01-2024,116673
S0433148,Nashik,2-Year,180000,60043,Cheque,,56630
S0433148,Nashik,2-Year,180000,56480,UPI,10-12-2023,150
S2298329,Kolkata,2year,180000,57461,UPI,02-04-2025,122539
S2298329,Kolkata,2year,180000,67125,Card,05-13-2025,55414
S2298329,Kolkata,2year,180000,54394,UPI,05-22-2025,1020
S8780636,Bhopal,2-Year,140000,48290,Cash,15-12-2023,91710
S8780636,Bhopal,2-Year,140000,50543,Card,12-11-2023,41167
S8780636,Bhopal,2-Year,140000,53453,UPI,19-03-2024,-12286
S2468766,Lucknow,1-Year,160000,53042,Cash,06-18-2023,106958
S2468766,Lucknow,1-Year,160000,56812,Card,11-01-2024,50146
S2468766,Lucknow,1-Year,160000,47978,UPI,10-11-2023,2168
S1203261,Indore,1-Year,160000,74807,Cheque,26-03-2025,85193
S1203261,Indore,1-Year,160000,84899,Online,04-08-2025,294
S2768744,Kolkata,2 Yr,180000,93078,UPI,14-12-2024,86922
S2768744,Kolkata,2 Yr,180000,87346,Card,15-07-2024,-424
S0676981,Rajkot,2 Yr,120000,64956,UPI,04-14-2024,55044
S0676981,Rajkot,2 Yr,120000,56712,Cash,25-02-2024,-1668
S0175112,Ranchi,2-Year,160000,74388,Cheque,15-01-2025,85612
S0175112,Ranchi,2-Year,160000,77100,Cheque,21-07-2024,8512
S8665593,Pune,1-Year,140000,71697,Card,02-01-2026,68303
S8665593,Pune,1-Year,140000,68184,Online,01-20-2026,119
S5104835,Surat,1-Year,140000,76282,Card,30-04-2025,63718
S5104835,Surat,1-Year,140000,70336,Card,25-02-2025,-6618
S4331575,Mumbai,2-Year,180000,176306,Cheque,29-05-2023,3694
S6921447,Bhopal,2-Year,140000,70775,Online,,69225
S6921447,Bhopal,2-Year,140000,66902,Cash,20-05-2025,2323
S2701027,Hyderabad,2-Year,160000,155738,Cash,08-10-2023,4262
S9476620,Lucknow,2-Year,120000,36140,Cheque,23-10-2024,83860
S9476620,Lucknow,2-Year,120000,41118,Online,11-03-2025,42742
S9476620,Lucknow,2-Year,120000,40123,Cheque,12-03-2025,2619
S7272737,Ranchi,1-Year,160000,72172,UPI,14-12-2024,87828
S7272737,Ranchi,1-Year,160000,80898,UPI,30-11-2024,6930
S5566895,Chennai,Two-Year,180000,61995,UPI,12-13-2023,118005
S5566895,Chennai,Two-Year,180000,63101,UPI,07-10-2023,54904
S5566895,Chennai,Two-Year,180000,59316,Card,11-02-2024,-4412
S3320896,Gurugram,1-Year,180000,60643,UPI,12-08-2025,119357
S3320896,Gurugram,1-Year,180000,60642,Card,24-03-2025,58715
S3320896,Gurugram,1-Year,180000,57350,Online,29-10-2025,1365
S1001974,Nashik,1-Year,120000,53709,UPI,11-04-2025,66291
S1001974,Nashik,1-Year,120000,60185,UPI,07-11-2025,6106
S9455579,Surat,Two-Year,140000,71103,UPI,04-24-2023,68897
S9455579,Surat,Two-Year,140000,70406,Cheque,02-04-2023,-1509
S2137415,Hyderabad,2-Year,160000,84738,Cash,02-24-2025,75262
S2137415,Hyderabad,2-Year,160000,80493,Cash,03-09-2025,-5231
S9020111,Lucknow,2-Year,160000,160160,Cash,01-13-2024,-160
S3318451,Chennai,1-Year,160000,48559,Card,24-11-2023,111441
S3318451,Chennai,1-Year,160000,54235,UPI,09-08-2023,57206
S3318451,Chennai,1-Year,160000,48147,Cheque,13-08-2023,9059
S5909942,Surat,2 Yr,120000,54189,Cash,15-03-2025,65811
S5909942,Surat,2 Yr,120000,58637,Cash,11-04-2025,7174
S4912391,Agra,1-Year,180000,83158,Cash,01-05-2025,96842
S4912391,Agra,1-Year,180000,90159,Cash,30-03-2025,6683
S0383545,Meerut,2-Year,160000,82645,Cheque,08-08-2024,77355
S0383545,Meerut,2-Year,160000,86066,UPI,05-18-2024,-8711
S7966711,Varanasi,1-Year,180000,181698,Online,17-10-2025,-1698
S2116132,Gurugram,1-Year,140000,144343,Cheque,10-11-2024,-4343
S6278510,Agra,2-Year,160000,79192,UPI,03-11-2024,80808
S6278510,Agra,2-Year,160000,80243,Cheque,26-11-2024,565
S4522533,Pune,1-Year,180000,90495,Card,02-27-2024,89505
S4522533,Pune,1-Year,180000,90903,Card,11-02-2023,-1398
S4954613,Mumbai,2 Yr,160000,56003,Online,11-05-2024,103997
S4954613,Mumbai,2 Yr,160000,54189,Cash,05-31-2024,49808
S4954613,Mumbai,2 Yr,160000,53416,UPI,16-06-2024,-3608
S8329506,Srinagar,2-Year,180000,178209,UPI,01-21-2025,1791
S5595345,Ghaziabad,2-Year,140000,74431,Cheque,08-30-2025,65569
S5595345,Ghaziabad,2-Year,140000,71224,Card,20-06-2025,-5655
S9956251,Thane,Two-Year,180000,79321,Cheque,07-14-2024,100679
S9956251,Thane,Two-Year,180000,87616,Card,,13063
S9185586,Varanasi,1-Year,160000,52896,Card,23-01-2025,107104
S9185586,Varanasi,1-Year,160000,48178,UPI,25-05-2025,58926
S9185586,Varanasi,1-Year,160000,58946,Cheque,17-02-2025,-20
S3190601,Varanasi,1-Year,120000,119409,Online,27-08-2024,591
S3183798,Agra,1-Year,180000,66602,Cheque,18-07-2024,113398
S3183798,Agra,1-Year,180000,57807,Cheque,01-08-2024,55591
S3183798,Agra,1-Year,180000,58339,Online,14-11-2024,-2748
S2214175,Nagpur,2 Yr,160000,159663,Cheque,05-12-2024,337
S4448588,Nashik,1-Year,160000,75481,Cheque,14-12-2023,84519
S4448588,Nashik,1-Year,160000,79508,Online,25-01-2024,5011
S2010763,Ahmedabad,1 Yr,120000,113355,Cash,10-17-2023,6645
S3682643,Meerut,2-Year,180000,91396,Cash,01-02-2025,88604
S3682643,Meerut,2-Year,180000,90973,UPI,01-25-2025,-2369
S7034002,Delhi,2-Year,140000,138016,Online,,1984
S9745095,,Two-Year,120000,42975,Card,09-09-2024,77025
S9745095,,Two-Year,120000,42546,Card,25-09-2024,34479
S9745095,,Two-Year,120000,38145,Cheque,11-04-2024,-3666
S7566982,Kanpur,2-Year,180000,57416,Card,04-06-2025,122584
S7566982,Kanpur,2-Year,180000,59765,Cheque,05-15-2025,62819
S7566982,Kanpur,2-Year,180000,63643,Card,18-03-2025,-824
S9122371,Kanpur,2 Yr,120000,59937,Card,09-16-2023,60063
S9122371,Kanpur,2 Yr,120000,54457,Cash,12-28-2023,5606
S8944677,Surat,2-Year,180000,179102,Cheque,13-09-2023,898
S1026877,Patna,1-Year,120000,59862,Card,12-12-2024,60138
S1026877,Patna,1-Year,120000,59845,Cheque,03-03-2025,293
S5373107,Ranchi,One-Year,180000,60051,UPI,10-07-2023,119949
S5373107,Ranchi,One-Year,180000,59143,Cheque,18-08-2023,60806
S5373107,Ranchi,One-Year,180000,57752,Online,07-12-2023,3054
S3676421,Chennai,2 Yr,160000,51105,Cheque,11-05-2024,108895
S3676421,Chennai,2 Yr,160000,54014,Online,12-15-2023,54881
S3676421,Chennai,2 Yr,160000,56554,Cash,05-07-2024,-1673
S6972814,Agra,1-Year,140000,44102,Cheque,04-13-2024,95898
S6972814,Agra,1-Year,140000,42090,Cheque,10-31-2024,53808
S6972814,Agra,1-Year,140000,40910,Cheque,09-05-2024,12898
S1666713,Rajkot,1-Year,160000,78605,Card,07-05-2023,81395
S1666713,Rajkot,1-Year,160000,82578,Cheque,23-09-2023,-1183
S9381094,Varanasi,2 Yr,140000,67088,Card,05-16-2024,72912
S9381094,Varanasi,2 Yr,140000,69098,Cheque,11-08-2024,3814
S6169688,Nagpur,1-Year,180000,177393,Card,11-08-2025,2607
S5364895,Thane,1 Yr,140000,70544,Card,17-04-2026,69456
S5364895,Thane,1 Yr,140000,70567,UPI,02-26-2026,-1111
S0061177,Meerut,One-Year,180000,97144,Cheque,31-05-2025,82856
S0061177,Meerut,One-Year,180000,94858,UPI,11-18-2025,-12002
S1217080,Bhopal,1-Year,140000,76621,Cheque,17-07-2023,63379
S1217080,Bhopal,1-Year,140000,69013,Card,16-10-2023,-5634
S6850428,Lucknow,1 Yr,160000,81068,Cheque,07-06-2024,78932
S6850428,Lucknow,1 Yr,160000,70932,UPI,09-24-2024,8000
S8660321,Ghaziabad,2-Year,160000,57134,UPI,04-22-2024,102866
S8660321,Ghaziabad,2-Year,160000,54665,Online,06-18-2024,48201
S8660321,Ghaziabad,2-Year,160000,54346,UPI,06-04-2024,-6145
S1882503,Amritsar,Two-Year,160000,156152,Online,03-12-2025,3848
S8279513,Mumbai,1 Yr,160000,57569,Card,08-28-2024,102431
S8279513,Mumbai,1 Yr,160000,55846,Cheque,12-08-2024,46585
S8279513,Mumbai,1 Yr,160000,51502,UPI,10-03-2024,-4917
S0163201,Kolkata,2-Year,140000,149781,UPI,07-04-2024,-9781
S3394429,Amritsar,1-Year,120000,36455,Online,10-07-2024,83545
S3394429,Amritsar,1-Year,120000,39984,Online,09-28-2024,43561
S3394429,Amritsar,1-Year,120000,44954,Cash,06-12-2024,-1393
S9293556,Srinagar,1-Year,120000,124669,Cheque,29-04-2024,-4669
S7614403,Indore,1-Year,140000,44103,Cheque,23-03-2024,95897
S7614403,Indore,1-Year,140000,53700,Online,08-06-2024,42197
S7614403,Indore,1-Year,140000,49597,Online,27-08-2024,-7400
S0869663,Ludhiana,Two-Year,120000,33384,Cheque,07-07-2025,86616
S0869663,Ludhiana,Two-Year,120000,38473,Cash,09-13-2025,48143
S0869663,Ludhiana,Two-Year,120000,38423,Cash,17-02-2025,9720
S1086183,Faridabad,2-Year,160000,81031,Cash,12-03-2024,78969
S1086183,Faridabad,2-Year,160000,85778,Online,07-11-2024,-6809
S0449109,Hyderabad,1-Year,180000,87994,UPI,04-22-2025,92006
S0449109,Hyderabad,1-Year,180000,90614,Cheque,14-02-2025,1392
S1562868,Indore,2 Yr,120000,118580,Cash,26-04-2024,1420
S6785757,Agra,1-Year,180000,86744,UPI,16-09-2025,93256
S6785757,Agra,1-Year,180000,97332,UPI,01-06-2025,-4076
